Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,45,2011-11-07,2011-11-13,7,7,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,46,2011-11-14,2011-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,47,2011-11-21,2011-11-27,10,10,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,48,2011-11-28,2011-12-04,3,3,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,49,2011-12-05,2011-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,50,2011-12-12,2011-12-18,6,6,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,51,2011-12-19,2011-12-25,1,1,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,52,2011-12-26,2012-01-01,3,3,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,1,2012-01-02,2012-01-08,3,3,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,2,2012-01-09,2012-01-15,1,1,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,3,2012-01-16,2012-01-22,1,1,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,4,2012-01-23,2012-01-29,3,3,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,5,2012-01-30,2012-02-05,2,2,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,6,2012-02-06,2012-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,7,2012-02-13,2012-02-19,2,2,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,8,2012-02-20,2012-02-26,3,3,0,1,1,0,0,2,0,0,1,1,3,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,9,2012-02-27,2012-03-04,5,5,0,0,1,0,0,1,0,0,0,0,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,10,2012-03-05,2012-03-11,5,5,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,11,2012-03-12,2012-03-18,3,3,0,0,0,0,0,0,0,0,1,1,1,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,12,2012-03-19,2012-03-25,6,6,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,13,2012-03-26,2012-04-01,5,5,0,0,2,0,0,2,0,0,0,0,2,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,14,2012-04-02,2012-04-08,4,4,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,15,2012-04-09,2012-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,,No Report
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,16,2012-04-16,2012-04-22,4,4,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,17,2012-04-23,2012-04-29,2,2,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,18,2012-04-30,2012-05-06,1,1,0,0,0,0,0,0,0,0,0,0,0,,No Report
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,19,2012-05-07,2012-05-13,4,4,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,20,2012-05-14,2012-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,,No Report
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,21,2012-05-21,2012-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,22,2012-05-28,2012-06-03,6,6,0,0,0,0,2,2,0,0,1,1,3,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,23,2012-06-04,2012-06-10,9,9,0,0,0,0,0,0,0,0,4,4,4,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,24,2012-06-11,2012-06-17,14,14,0,0,0,0,0,0,0,0,6,6,6,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,25,2012-06-18,2012-06-24,9,9,0,0,0,0,0,0,0,0,4,4,4,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,26,2012-06-25,2012-07-01,7,7,0,0,2,0,0,2,0,0,3,3,5,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,27,2012-07-02,2012-07-08,30,30,0,0,3,0,0,3,0,0,11,11,14,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,28,2012-07-09,2012-07-15,36,36,0,1,4,0,0,5,0,0,16,16,21,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,29,2012-07-16,2012-07-22,34,34,0,0,2,0,0,2,0,0,8,8,10,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,30,2012-07-23,2012-07-29,23,23,0,0,4,0,0,4,0,0,4,4,8,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,31,2012-07-30,2012-08-05,21,21,0,0,0,0,0,0,0,0,1,1,1,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,32,2012-08-06,2012-08-12,30,30,0,0,13,0,0,13,0,0,1,1,14,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,33,2012-08-13,2012-08-19,40,40,0,0,14,0,0,14,0,0,3,3,17,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,34,2012-08-20,2012-08-26,45,45,0,0,7,0,3,10,0,0,3,3,13,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,35,2012-08-27,2012-09-02,29,29,0,0,0,0,6,6,0,0,2,2,8,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,36,2012-09-03,2012-09-09,26,26,0,0,0,0,3,3,0,0,0,0,3,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,37,2012-09-10,2012-09-16,16,16,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,38,2012-09-17,2012-09-23,19,19,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,39,2012-09-24,2012-09-30,11,11,0,0,1,0,0,1,0,0,0,0,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,40,2012-10-01,2012-10-07,13,13,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,41,2012-10-08,2012-10-14,16,16,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,42,2012-10-15,2012-10-21,11,11,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,43,2012-10-22,2012-10-28,6,6,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,44,2012-10-29,2012-11-04,17,17,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,45,2012-11-05,2012-11-11,13,13,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,46,2012-11-12,2012-11-18,7,7,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,47,2012-11-19,2012-11-25,7,7,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,48,2012-11-26,2012-12-02,8,8,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,49,2012-12-03,2012-12-09,11,11,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,50,2012-12-10,2012-12-16,16,16,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,51,2012-12-17,2012-12-23,22,22,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,52,2012-12-24,2012-12-30,15,115,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,1,2012-12-31,2013-01-06,8,8,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,2,2013-01-07,2013-01-13,17,17,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,3,2013-01-14,2013-01-20,12,12,0,0,1,0,0,1,0,0,0,0,1,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,4,2013-01-21,2013-01-27,5,5,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,5,2013-01-28,2013-02-03,13,13,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,6,2013-02-04,2013-02-10,12,12,0,0,1,0,0,1,0,0,0,0,1,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,7,2013-02-11,2013-02-17,17,17,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,8,2013-02-18,2013-02-24,15,15,0,1,0,0,0,1,0,0,0,0,1,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,9,2013-02-25,2013-03-03,12,12,0,0,0,0,0,0,0,0,2,2,2,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,10,2013-03-04,2013-03-10,12,12,0,1,0,0,0,1,0,0,0,0,1,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,11,2013-03-11,2013-03-17,13,13,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,12,2013-03-18,2013-03-24,9,9,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,13,2013-03-25,2013-03-31,13,13,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,14,2013-04-01,2013-04-07,16,16,0,0,1,0,0,1,0,0,0,0,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,15,2013-04-08,2013-04-14,21,21,0,0,2,0,0,2,0,0,0,0,2,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,16,2013-04-15,2013-04-21,22,22,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,17,2013-04-22,2013-04-28,11,11,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,18,2013-04-29,2013-05-05,2,2,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,19,2013-05-06,2013-05-12,2,2,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,20,2013-05-13,2013-05-19,9,9,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,21,2013-05-20,2013-05-26,11,11,0,1,0,0,0,1,0,0,0,0,1,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,22,2013-05-27,2013-06-02,14,14,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,23,2013-06-03,2013-06-09,15,15,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,24,2013-06-10,2013-06-16,10,10,0,1,0,0,0,1,0,0,0,0,1,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,25,2013-06-17,2013-06-23,10,10,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,26,2013-06-24,2013-06-30,14,14,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,27,2013-07-01,2013-07-07,10,10,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,28,2013-07-08,2013-07-14,10,10,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,29,2013-07-15,2013-07-21,15,15,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,30,2013-07-22,2013-07-28,33,33,0,11,3,0,0,14,0,0,0,0,14,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,31,2013-07-29,2013-08-04,27,27,0,5,1,0,0,6,0,0,0,0,6,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,32,2013-08-05,2013-08-11,33,33,0,4,2,0,0,6,0,0,0,0,6,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,33,2013-08-12,2013-08-18,18,18,0,2,1,0,0,3,0,0,0,0,3,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,34,2013-08-19,2013-08-25,28,28,0,6,0,0,0,6,0,0,0,0,6,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,35,2013-08-26,2013-09-01,16,16,0,2,1,0,0,3,0,0,0,0,3,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,36,2013-09-02,2013-09-08,25,25,0,6,0,0,0,6,0,0,0,0,6,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,37,2013-09-09,2013-09-15,17,17,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,38,2013-09-16,2013-09-22,18,18,0,3,0,0,0,3,0,0,0,0,3,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,39,2013-09-23,2013-09-29,12,12,0,5,0,0,0,5,0,0,0,0,5,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,40,2013-09-30,2013-10-06,16,16,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,41,2013-10-07,2013-10-13,17,17,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,42,2013-10-14,2013-10-20,20,20,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,43,2013-10-21,2013-10-27,18,18,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,44,2013-10-28,2013-11-03,5,5,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,45,2013-11-04,2013-11-10,18,18,0,3,0,0,0,3,0,0,0,0,3,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,46,2013-11-11,2013-11-17,14,14,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,47,2013-11-18,2013-11-24,12,12,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,48,2013-11-25,2013-12-01,6,6,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,49,2013-12-02,2013-12-08,6,6,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,50,2013-12-09,2013-12-15,5,5,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,51,2013-12-16,2013-12-22,9,9,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,52,2013-12-23,2013-12-29,9,9,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,1,2013-12-30,2014-01-05,5,5,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,2,2014-01-06,2014-01-12,7,7,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,3,2014-01-13,2014-01-19,10,10,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,4,2014-01-20,2014-01-26,6,6,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,5,2014-01-27,2014-02-02,4,4,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,6,2014-02-03,2014-02-09,3,3,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,7,2014-02-10,2014-02-16,7,7,0,0,2,0,0,2,0,0,0,0,2,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,8,2014-02-17,2014-02-23,1,1,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,9,2014-02-24,2014-03-02,6,6,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,10,2014-03-03,2014-03-09,6,6,0,3,0,0,0,3,0,0,0,0,3,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,11,2014-03-10,2014-03-16,21,21,0,7,1,0,0,8,0,0,0,0,8,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,12,2014-03-17,2014-03-23,23,23,0,7,0,0,0,7,0,0,0,0,7,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,13,2014-03-24,2014-03-30,46,46,0,18,0,0,0,18,0,0,1,1,19,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,14,2014-03-31,2014-04-06,51,51,0,19,1,0,0,20,0,0,0,0,20,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,15,2014-04-07,2014-04-13,41,41,0,6,0,0,0,6,0,0,0,0,6,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,16,2014-04-14,2014-04-20,41,41,0,13,0,0,0,13,0,0,0,0,13,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,17,2014-04-21,2014-04-27,27,27,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,18,2014-04-28,2014-05-04,13,13,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,19,2014-05-05,2014-05-11,18,18,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,20,2014-05-12,2014-05-18,16,16,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,21,2014-05-19,2014-05-25,15,15,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,22,2014-05-26,2014-06-01,4,4,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,23,2014-06-02,2014-06-08,5,5,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,24,2014-06-09,2014-06-15,3,3,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,25,2014-06-16,2014-06-22,11,11,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,26,2014-06-23,2014-06-29,12,12,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,27,2014-06-30,2014-07-06,9,9,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,28,2014-07-07,2014-07-13,9,9,0,0,1,0,0,1,0,0,0,0,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,29,2014-07-14,2014-07-20,10,10,0,0,0,0,0,0,0,0,0,0,0,,No Activity
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,30,2014-07-21,2014-07-27,15,15,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,31,2014-07-28,2014-08-03,17,17,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,32,2014-08-04,2014-08-10,20,20,0,1,4,0,0,5,0,0,0,0,5,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,33,2014-08-11,2014-08-17,13,13,0,1,3,0,0,4,0,0,0,0,4,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,34,2014-08-18,2014-08-24,23,23,0,0,9,0,0,9,0,0,0,0,9,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,35,2014-08-25,2014-08-31,38,38,0,2,17,0,0,19,0,0,0,0,19,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,36,2014-09-01,2014-09-07,62,62,0,3,33,0,0,36,0,0,1,1,37,,Regional Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,37,2014-09-08,2014-09-14,69,69,0,2,37,0,1,40,0,0,0,0,40,,Regional Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,38,2014-09-15,2014-09-21,49,49,0,1,15,0,0,16,0,0,0,0,16,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,39,2014-09-22,2014-09-28,46,46,0,2,9,0,0,11,0,0,2,2,13,,Local Outbreak
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,40,2014-09-29,2014-10-05,32,32,0,0,2,0,1,3,0,0,1,1,4,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,41,2014-10-06,2014-10-12,22,22,0,0,1,0,0,1,0,0,2,2,3,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,42,2014-10-13,2014-10-19,24,24,0,0,0,0,0,0,0,0,2,2,2,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,43,2014-10-20,2014-10-26,18,18,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,44,2014-10-27,2014-11-02,19,19,0,0,0,0,0,0,0,0,6,6,6,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,45,2014-11-03,2014-11-09,20,20,0,0,0,0,0,0,0,0,2,2,2,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,46,2014-11-10,2014-11-16,12,12,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
New Caledonia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2014,47,2014-11-17,2014-11-23,21,21,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
